,Unnamed: 0.1,Unnamed: 0,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
196,4,4,0.6703318,0.63258386,0.6319444,0.6315002,303.9242,144.0,0.60813093,6,session_E,22,2,001-2014,ShallowConvNet
197,5,5,0.62808645,0.55572754,0.5555556,0.5552124,394.8311,144.0,0.7892122,6,session_T,22,2,001-2014,ShallowConvNet
198,0,0,1.0,0.98,0.9791667,0.9791576,189.06337,144.0,0.349619,7,session_E,22,2,001-2014,EEGNet_8_2
199,1,1,0.9996142,0.9864865,0.9861111,0.9861084,377.41644,144.0,0.6925862,7,session_T,22,2,001-2014,EEGNet_8_2
200,2,2,0.9992284,0.802521,0.6736111,0.6346953,98.94258,144.0,0.18724063,7,session_E,22,2,001-2014,DeepConvNet
201,3,3,1.0,0.79268295,0.6458333,0.5950372,194.94614,144.0,0.36526617,7,session_T,22,2,001-2014,DeepConvNet
202,4,4,0.9994213,0.9864865,0.9861111,0.9861084,302.86465,144.0,0.60620207,7,session_E,22,2,001-2014,ShallowConvNet
203,5,5,0.9996142,0.96753246,0.9652778,0.9652359,601.6595,144.0,1.1975071,7,session_T,22,2,001-2014,ShallowConvNet
204,0,0,0.88175154,0.75174826,0.5069444,0.34858236,57.817585,144.0,0.13928102,8,session_E,22,2,001-2014,EEGNet_8_2
205,1,1,0.95736885,0.8959097,0.8958333,0.8958283,188.27505,144.0,0.45588452,8,session_T,22,2,001-2014,EEGNet_8_2
206,2,2,0.9490741,0.25,0.5,0.33333334,58.055817,144.0,0.1436399,8,session_E,22,2,001-2014,DeepConvNet
207,3,3,0.9222608,0.25,0.5,0.33333334,116.57359,144.0,0.28858122,8,session_T,22,2,001-2014,DeepConvNet
208,4,4,0.9728009,0.90980124,0.9097222,0.90971786,205.88744,144.0,0.4482044,8,session_E,22,2,001-2014,ShallowConvNet
209,5,5,0.9201389,0.8547826,0.8541667,0.8541033,279.35944,144.0,0.62645465,8,session_T,22,2,001-2014,ShallowConvNet
210,0,0,0.90065587,0.8199684,0.8125,0.81139946,45.56498,144.0,0.38657507,9,session_E,22,2,001-2014,EEGNet_8_2
211,1,1,0.88329476,0.8375,0.8333333,0.8328173,94.74548,144.0,0.8127521,9,session_T,22,2,001-2014,EEGNet_8_2
212,2,2,0.92689043,0.79752064,0.6597222,0.61516225,24.863825,144.0,0.21401203,9,session_E,22,2,001-2014,DeepConvNet
213,3,3,0.86651236,0.7748092,0.5902778,0.507621,44.64306,144.0,0.3850577,9,session_T,22,2,001-2014,DeepConvNet
214,4,4,0.89853394,0.7989899,0.7569444,0.7480882,32.401024,144.0,0.27431694,9,session_E,22,2,001-2014,ShallowConvNet
215,5,5,0.91454476,0.828125,0.7916667,0.78571427,129.75844,144.0,1.0963253,9,session_T,22,2,001-2014,ShallowConvNet
0,0,0,0.9952,0.9807692,0.98,0.979992,92.75792,200.0,0.25008336,1,session_A,13,2,001-2015,ACM+MDM(Grid)
1,1,1,0.9995,0.9716981,0.97,0.96997297,189.37538,200.0,0.5092565,1,session_B,13,2,001-2015,ACM+MDM(Grid)
2,2,2,0.9999,0.9854369,0.985,0.9849966,1.1350713,200.0,0.0026134008,1,session_A,13,2,001-2015,Cov+EN
3,3,3,0.9996,0.9854369,0.985,0.9849966,2.2882102,200.0,0.005286082,1,session_B,13,2,001-2015,Cov+EN
4,4,4,0.99,0.9716981,0.97,0.96997297,3.622592,200.0,0.009506042,1,session_A,13,2,001-2015,CSP+LDA
5,5,5,0.9993,0.98019207,0.98,0.979998,4.790555,200.0,0.012220503,1,session_B,13,2,001-2015,CSP+LDA
6,6,6,0.9998,0.9854369,0.985,0.9849966,554.9248,200.0,1.5230174,1,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,7,7,0.9995,0.98504853,0.985,0.9849996,1102.4504,200.0,3.0324798,1,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,8,8,0.9998,0.9854369,0.985,0.9849966,0.79343176,200.0,0.0020148547,1,session_A,13,2,001-2015,FgMDM
9,9,9,0.9998,0.98504853,0.985,0.9849996,1.5056162,200.0,0.0037802546,1,session_B,13,2,001-2015,FgMDM
10,10,10,0.9963,0.9807692,0.98,0.979992,0.50737834,200.0,0.0012095219,1,session_A,13,2,001-2015,MDM
11,11,11,0.9996,0.9716981,0.97,0.96997297,0.9032414,200.0,0.002023693,1,session_B,13,2,001-2015,MDM
12,12,12,0.9996,0.9854369,0.985,0.9849966,0.97197556,200.0,0.0021879592,1,session_A,13,2,001-2015,TANG+SVM
13,13,13,0.9995,0.98504853,0.985,0.9849996,1.8957567,200.0,0.004191997,1,session_B,13,2,001-2015,TANG+SVM
14,0,0,0.9907,0.95454544,0.95,0.9498747,118.30662,200.0,0.28850377,2,session_A,13,2,001-2015,ACM+MDM(Grid)
15,1,1,0.9911,0.9750475,0.975,0.97499937,241.07483,200.0,0.5878041,2,session_B,13,2,001-2015,ACM+MDM(Grid)
16,2,2,0.9903,0.95454544,0.95,0.9498747,1.172126,200.0,0.0024313142,2,session_A,13,2,001-2015,Cov+EN
17,3,3,0.9849,0.9654189,0.965,0.9649921,2.1112578,200.0,0.0044033923,2,session_B,13,2,001-2015,Cov+EN
18,4,4,0.9867,0.962963,0.96,0.9599359,3.6312923,200.0,0.008511945,2,session_A,13,2,001-2015,CSP+LDA
19,5,5,0.9828,0.9654189,0.965,0.9649921,4.794339,200.0,0.010956423,2,session_B,13,2,001-2015,CSP+LDA
20,6,6,0.9921,0.95454544,0.95,0.9498747,575.953,200.0,1.4472691,2,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
21,7,7,0.9904,0.9601841,0.96,0.959996,1166.3217,200.0,2.9371116,2,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
22,8,8,0.982,0.9464286,0.94,0.9397832,0.8246174,200.0,0.0018454513,2,session_A,13,2,001-2015,FgMDM
23,9,9,0.9855,0.94283414,0.94,0.93990386,1.5130391,200.0,0.0033773265,2,session_B,13,2,001-2015,FgMDM
24,10,10,0.9848,0.9464286,0.94,0.9397832,0.47888565,200.0,0.0010479188,2,session_A,13,2,001-2015,MDM
25,11,11,0.9808,0.95018005,0.95,0.949995,0.86766934,200.0,0.0017957671,2,session_B,13,2,001-2015,MDM
26,12,12,0.9917,0.9464286,0.94,0.9397832,0.9913628,200.0,0.0020266639,2,session_A,13,2,001-2015,TANG+SVM
27,13,13,0.9835,0.9654189,0.965,0.9649921,1.8665502,200.0,0.0037578787,2,session_B,13,2,001-2015,TANG+SVM
28,0,0,0.9923,0.94017607,0.94,0.939994,97.981316,200.0,0.2553642,3,session_A,13,2,001-2015,ACM+MDM(Grid)
29,1,1,0.9964,0.83557045,0.755,0.7393548,219.7159,200.0,0.57003635,3,session_B,13,2,001-2015,ACM+MDM(Grid)
30,2,2,0.9944,0.9283966,0.92,0.9196061,0.96911454,200.0,0.0021915447,3,session_A,13,2,001-2015,Cov+EN
31,3,3,0.9964,0.85211265,0.79,0.78031176,1.9068415,200.0,0.0043357997,3,session_B,13,2,001-2015,Cov+EN
32,4,4,0.9946,0.8875969,0.855,0.8518859,3.6483233,200.0,0.009372118,3,session_A,13,2,001-2015,CSP+LDA
33,5,5,0.997,0.9464286,0.94,0.9397832,4.839568,200.0,0.01206254,3,session_B,13,2,001-2015,CSP+LDA
34,6,6,0.9947,0.9310345,0.92,0.9194847,569.60547,200.0,1.5166466,3,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
35,7,7,0.9984,0.84013605,0.765,0.7512635,1157.9412,200.0,3.0815237,3,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
36,8,8,0.9973,0.86764705,0.82,0.8139727,0.7083926,200.0,0.0017802329,3,session_A,13,2,001-2015,FgMDM
37,9,9,0.995,0.8125,0.7,0.6703297,1.3908494,200.0,0.0034471306,3,session_B,13,2,001-2015,FgMDM
38,10,10,0.9911,0.93609023,0.935,0.93495935,0.50100017,200.0,0.0011776579,3,session_A,13,2,001-2015,MDM
39,11,11,0.9957,0.85971224,0.805,0.79729205,0.8898816,200.0,0.0019729198,3,session_B,13,2,001-2015,MDM
40,12,12,0.9947,0.9310345,0.92,0.9194847,0.949877,200.0,0.0020923153,3,session_A,13,2,001-2015,TANG+SVM
41,13,13,0.9961,0.8246753,0.73,0.70876926,1.7836082,200.0,0.0038921668,3,session_B,13,2,001-2015,TANG+SVM
42,0,0,0.9677,0.9014452,0.9,0.8999099,127.51989,200.0,0.31024528,4,session_A,13,2,001-2015,ACM+MDM(Grid)
43,1,1,0.992,0.9166667,0.9,0.8989899,249.38657,200.0,0.6062875,4,session_B,13,2,001-2015,ACM+MDM(Grid)
44,2,2,0.943,0.89598995,0.895,0.89493436,0.98799896,200.0,0.0020939352,4,session_A,13,2,001-2015,Cov+EN
45,3,3,0.9863,0.91050905,0.9,0.8993559,1.8797858,200.0,0.0040162355,4,session_B,13,2,001-2015,Cov+EN
46,4,4,0.9443,0.86591476,0.865,0.86491555,3.6153018,200.0,0.008754065,4,session_A,13,2,001-2015,CSP+LDA
47,5,5,0.9774,0.86182725,0.82,0.8146432,4.864609,200.0,0.01134915,4,session_B,13,2,001-2015,CSP+LDA
48,6,6,0.9694,0.91537386,0.915,0.9149809,608.5137,200.0,1.5228512,4,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
49,7,7,0.9927,0.91322315,0.895,0.89382946,1185.9081,200.0,2.973918,4,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
50,8,8,0.9549,0.86525977,0.86,0.85949415,0.73483276,200.0,0.0017285446,4,session_A,13,2,001-2015,FgMDM
51,9,9,0.9784,0.85484225,0.825,0.8212416,1.4177759,200.0,0.003288762,4,session_B,13,2,001-2015,FgMDM
52,10,10,0.9412,0.857899,0.855,0.85470575,0.4366703,200.0,0.0009828919,4,session_A,13,2,001-2015,MDM
53,11,11,0.9809,0.8926146,0.87,0.86810064,0.81702995,200.0,0.0016961936,4,session_B,13,2,001-2015,MDM
54,12,12,0.9537,0.8855519,0.88,0.87956643,0.94139194,200.0,0.0019396136,4,session_A,13,2,001-2015,TANG+SVM
55,13,13,0.9734,0.920083,0.915,0.9147421,1.7841165,200.0,0.0036155921,4,session_B,13,2,001-2015,TANG+SVM
56,0,0,0.9852,0.92709273,0.925,0.92490804,60.435513,200.0,0.31585044,5,session_A,13,2,001-2015,ACM+MDM(Grid)
57,1,1,0.9605,0.87593985,0.835,0.83038217,132.8926,200.0,0.688118,5,session_B,13,2,001-2015,ACM+MDM(Grid)
58,2,2,0.9782,0.9170435,0.915,0.9148958,0.6766062,200.0,0.0041265762,5,session_A,13,2,001-2015,Cov+EN
59,3,3,0.9447,0.85897434,0.815,0.8091554,1.3514426,200.0,0.008272477,5,session_B,13,2,001-2015,Cov+EN
60,4,4,0.9514,0.83627576,0.82,0.81779534,2.4728336,200.0,0.016147736,5,session_A,13,2,001-2015,CSP+LDA
61,5,5,0.9372,0.85807294,0.83,0.8266014,3.3566458,200.0,0.021545516,5,session_B,13,2,001-2015,CSP+LDA
62,6,6,0.9786,0.9126409,0.91,0.9098558,382.51746,200.0,2.536221,5,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
63,7,7,0.9635,0.87593985,0.835,0.83038217,750.28864,200.0,4.7173758,5,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
64,8,8,0.9661,0.88616,0.875,0.8740903,0.53453445,200.0,0.0026275304,5,session_A,13,2,001-2015,FgMDM
65,9,9,0.9395,0.8541667,0.84,0.83838385,0.9514797,200.0,0.004623876,5,session_B,13,2,001-2015,FgMDM
66,10,10,0.9778,0.9215175,0.92,0.91992795,0.33206296,200.0,0.0015495584,5,session_A,13,2,001-2015,MDM
67,11,11,0.9298,0.85211265,0.79,0.78031176,0.5960567,200.0,0.0026150602,5,session_B,13,2,001-2015,MDM
68,12,12,0.965,0.9053648,0.905,0.90497863,0.6558881,200.0,0.0039619226,5,session_A,13,2,001-2015,TANG+SVM
69,13,13,0.9398,0.8397692,0.815,0.81156576,1.2775295,200.0,0.007650713,5,session_B,13,2,001-2015,TANG+SVM
70,0,0,0.7988,0.7342342,0.565,0.46910754,111.237885,200.0,0.31145948,6,session_A,13,2,001-2015,ACM+MDM(Grid)
71,1,1,0.8027,0.73041475,0.56,0.46018893,224.32864,200.0,0.6277375,6,session_B,13,2,001-2015,ACM+MDM(Grid)
72,2,2,0.7606,0.68939394,0.63,0.59852433,1.1007032,200.0,0.002573213,6,session_A,13,2,001-2015,Cov+EN
73,3,3,0.7557,0.7604167,0.54,0.41653982,2.0387664,200.0,0.004810664,6,session_B,13,2,001-2015,Cov+EN
74,4,4,0.7314,0.6868771,0.59,0.5289522,3.5017996,200.0,0.009439362,6,session_A,13,2,001-2015,CSP+LDA
75,5,5,0.8932,0.77124774,0.68,0.6506169,4.686391,200.0,0.012228042,6,session_B,13,2,001-2015,CSP+LDA
76,6,6,0.8052,0.7185315,0.65,0.62022567,568.8122,200.0,1.6231743,6,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
77,7,7,0.8439,0.7222222,0.58,0.5,1124.1467,200.0,3.2213018,6,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
78,8,8,0.7725,0.6935484,0.635,0.6051386,0.7754047,200.0,0.0020267263,6,session_A,13,2,001-2015,FgMDM
79,9,9,0.8221,0.6850481,0.525,0.39395872,1.4611809,200.0,0.0037965877,6,session_B,13,2,001-2015,FgMDM
80,10,10,0.7239,0.609375,0.57,0.52747256,0.47012067,200.0,0.0011818392,6,session_A,13,2,001-2015,MDM
81,11,11,0.6958,0.6718213,0.52,0.38390452,0.8605869,200.0,0.0020275798,6,session_B,13,2,001-2015,MDM
82,12,12,0.6888,0.6953125,0.53,0.40385592,0.9713092,200.0,0.002232334,6,session_A,13,2,001-2015,TANG+SVM
83,13,13,0.6333,0.60016024,0.6,0.5998399,1.9129882,200.0,0.004359822,6,session_B,13,2,001-2015,TANG+SVM
84,0,0,0.9542,0.8925121,0.89,0.88982373,122.91862,200.0,0.30961895,7,session_A,13,2,001-2015,ACM+MDM(Grid)
85,1,1,0.9729,0.90979356,0.895,0.89404374,241.35117,200.0,0.6081064,7,session_B,13,2,001-2015,ACM+MDM(Grid)
86,2,2,0.9628,0.900641,0.9,0.89996,0.96308947,200.0,0.002094199,7,session_A,13,2,001-2015,Cov+EN
87,3,3,0.9612,0.8875969,0.855,0.8518859,1.8589895,200.0,0.004111747,7,session_B,13,2,001-2015,Cov+EN
88,4,4,0.9441,0.86317134,0.855,0.85417974,3.520139,200.0,0.008863388,7,session_A,13,2,001-2015,CSP+LDA
89,5,5,0.9468,0.8925121,0.89,0.88982373,4.698622,200.0,0.011432621,7,session_B,13,2,001-2015,CSP+LDA
90,6,6,0.9682,0.8783102,0.86,0.85828525,574.4128,200.0,1.4899982,7,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
91,7,7,0.9691,0.8914091,0.89,0.8899009,1161.3839,200.0,3.0134208,7,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
92,8,8,0.9602,0.89694506,0.895,0.89487123,0.70080733,200.0,0.0016915702,7,session_A,13,2,001-2015,FgMDM
93,9,9,0.9699,0.8850385,0.885,0.8849971,1.3755763,200.0,0.0032731635,7,session_B,13,2,001-2015,FgMDM
94,10,10,0.9317,0.85126454,0.85,0.8498649,0.5081949,200.0,0.0011450832,7,session_A,13,2,001-2015,MDM
95,11,11,0.9528,0.8829145,0.855,0.85230833,0.89287925,200.0,0.0018912463,7,session_B,13,2,001-2015,MDM
96,12,12,0.9565,0.9083073,0.905,0.9048072,0.9227004,200.0,0.0019710956,7,session_A,13,2,001-2015,TANG+SVM
97,13,13,0.9518,0.8836317,0.875,0.8742929,1.8125043,200.0,0.003797372,7,session_B,13,2,001-2015,TANG+SVM
98,0,0,0.7814,0.6919192,0.69,0.68922305,233.46944,400.0,0.61158526,8,session_A,13,2,001-2015,ACM+MDM(Grid)
99,1,1,0.8826,0.80650187,0.805,0.8047608,467.51578,400.0,1.2252381,8,session_B,13,2,001-2015,ACM+MDM(Grid)
100,2,2,0.8956,0.8655648,0.855,0.8539448,702.61035,400.0,1.840471,8,session_C,13,2,001-2015,ACM+MDM(Grid)
101,3,3,0.8432,0.7164502,0.625,0.5807128,1.5267618,400.0,0.0034421186,8,session_A,13,2,001-2015,Cov+EN
102,4,4,0.8579,0.77492476,0.765,0.7628598,3.1555216,400.0,0.0071248,8,session_B,13,2,001-2015,Cov+EN
103,5,5,0.9398,0.8466667,0.825,0.82222223,4.7437425,400.0,0.010717555,8,session_C,13,2,001-2015,Cov+EN
104,6,6,0.7676,0.6838235,0.66,0.6486151,4.036836,400.0,0.010246862,8,session_A,13,2,001-2015,CSP+LDA
105,7,7,0.8381,0.7411091,0.66,0.6287804,5.611994,400.0,0.013855878,8,session_B,13,2,001-2015,CSP+LDA
106,8,8,0.9286,0.8407588,0.835,0.8342999,6.7358103,400.0,0.016373133,8,session_C,13,2,001-2015,CSP+LDA
107,9,9,0.8333,0.7294535,0.665,0.6396978,1183.1825,400.0,3.1856825,8,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
108,10,10,0.9035,0.82503253,0.825,0.82499564,2378.8237,400.0,6.4077806,8,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
109,11,11,0.9085,0.84258926,0.785,0.77556825,3526.0645,400.0,9.5086,8,session_C,13,2,001-2015,ACM+TGSP+SVM(Grid)
110,12,12,0.824,0.7524969,0.725,0.7173036,1.0794098,400.0,0.0025726159,8,session_A,13,2,001-2015,FgMDM
111,13,13,0.8375,0.7652801,0.75,0.7463474,2.0272484,400.0,0.004743355,8,session_B,13,2,001-2015,FgMDM
112,14,14,0.8876,0.8296703,0.8,0.79539645,2.8628082,400.0,0.0066673905,8,session_C,13,2,001-2015,FgMDM
113,15,15,0.7189,0.6702724,0.67,0.66986793,0.61620927,400.0,0.0014008412,8,session_A,13,2,001-2015,MDM
114,16,16,0.817,0.73691905,0.735,0.73446226,1.1879635,400.0,0.0025524434,8,session_B,13,2,001-2015,MDM
115,17,17,0.8399,0.76010406,0.76,0.75997597,1.738199,400.0,0.0036872053,8,session_C,13,2,001-2015,MDM
116,18,18,0.8308,0.7185315,0.65,0.62022567,1.4675467,400.0,0.0032718729,8,session_A,13,2,001-2015,TANG+SVM
117,19,19,0.8408,0.7663049,0.765,0.7647118,2.8955474,400.0,0.006417505,8,session_B,13,2,001-2015,TANG+SVM
118,20,20,0.9216,0.8506311,0.8,0.7925096,4.3691745,400.0,0.009633834,8,session_C,13,2,001-2015,TANG+SVM
119,0,0,0.8097,0.74561405,0.745,0.7448405,233.07663,400.0,0.6214764,9,session_A,13,2,001-2015,ACM+MDM(Grid)
120,1,1,0.9523,0.89983803,0.895,0.8946814,464.28702,400.0,1.2382824,9,session_B,13,2,001-2015,ACM+MDM(Grid)
121,2,2,0.9969,0.9716981,0.97,0.96997297,696.6097,400.0,1.8592042,9,session_C,13,2,001-2015,ACM+MDM(Grid)
122,3,3,0.7825,0.70852405,0.705,0.70374835,1.4170766,400.0,0.003277858,9,session_A,13,2,001-2015,Cov+EN
123,4,4,0.9408,0.8467972,0.84,0.8392121,3.1456082,400.0,0.0072297617,9,session_B,13,2,001-2015,Cov+EN
124,5,5,0.9829,0.94540083,0.945,0.9449876,4.655758,400.0,0.010770755,9,session_C,13,2,001-2015,Cov+EN
125,6,6,0.7776,0.7019871,0.685,0.6782349,3.8993375,400.0,0.010279864,9,session_A,13,2,001-2015,CSP+LDA
126,7,7,0.9373,0.8432003,0.82,0.8169057,5.48586,400.0,0.013964088,9,session_B,13,2,001-2015,CSP+LDA
127,8,8,0.9873,0.94719124,0.945,0.9449325,6.6140146,400.0,0.01653303,9,session_C,13,2,001-2015,CSP+LDA
128,9,9,0.8139,0.7360427,0.73,0.7282609,1298.4113,400.0,3.5439243,9,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
129,10,10,0.9731,0.9415897,0.94,0.93994594,2494.7058,400.0,6.8229513,9,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
130,11,11,0.9964,0.9661654,0.965,0.9649781,3690.9507,400.0,10.103079,9,session_C,13,2,001-2015,ACM+TGSP+SVM(Grid)
131,12,12,0.7779,0.7222222,0.72,0.71929824,0.89479756,400.0,0.0021661336,9,session_A,13,2,001-2015,FgMDM
132,13,13,0.9348,0.88015205,0.88,0.879988,1.7130744,400.0,0.0041780425,9,session_B,13,2,001-2015,FgMDM
133,14,14,0.9856,0.95614034,0.955,0.95497185,2.6030138,400.0,0.0063029593,9,session_C,13,2,001-2015,FgMDM
134,15,15,0.7359,0.68446183,0.67,0.6634027,0.6193304,400.0,0.0014354603,9,session_A,13,2,001-2015,MDM
135,16,16,0.8952,0.83530176,0.835,0.83496284,1.173254,400.0,0.0025826404,9,session_B,13,2,001-2015,MDM
136,17,17,0.9858,0.91838896,0.915,0.9148275,1.7233436,400.0,0.0037196507,9,session_C,13,2,001-2015,MDM
137,18,18,0.7752,0.7273667,0.72,0.7177135,1.4635584,400.0,0.003334219,9,session_A,13,2,001-2015,TANG+SVM
138,19,19,0.9333,0.87238324,0.87,0.8697917,2.8541212,400.0,0.0064361743,9,session_B,13,2,001-2015,TANG+SVM
139,20,20,0.9856,0.94,0.94,0.94,4.400347,400.0,0.009849291,9,session_C,13,2,001-2015,TANG+SVM
140,0,0,0.8676,0.79971063,0.79,0.78828514,140.742,400.0,0.9139216,10,session_A,13,2,001-2015,ACM+MDM(Grid)
141,1,1,0.8512,0.7415459,0.74,0.7395833,278.54663,400.0,1.8095515,10,session_B,13,2,001-2015,ACM+MDM(Grid)
142,2,2,0.7733,0.71763337,0.715,0.7141352,413.98325,400.0,2.6929073,10,session_C,13,2,001-2015,ACM+MDM(Grid)
143,3,3,0.8369,0.75490195,0.63,0.57834756,1.0916386,400.0,0.0045169084,10,session_A,13,2,001-2015,Cov+EN
144,4,4,0.792,0.7024292,0.665,0.64876413,2.1863825,400.0,0.009097804,10,session_B,13,2,001-2015,Cov+EN
145,5,5,0.7435,0.65043056,0.645,0.64176697,3.309936,400.0,0.01377016,10,session_C,13,2,001-2015,Cov+EN
146,6,6,0.7984,0.7087912,0.69,0.6828644,2.9373434,400.0,0.0135123655,10,session_A,13,2,001-2015,CSP+LDA
147,7,7,0.7006,0.66276044,0.65,0.64300287,4.003737,400.0,0.018002346,10,session_B,13,2,001-2015,CSP+LDA
148,8,8,0.7028,0.6651486,0.665,0.6649246,4.7730584,400.0,0.021159016,10,session_C,13,2,001-2015,CSP+LDA
149,9,9,0.8656,0.7760398,0.725,0.71167207,680.14185,400.0,3.7037804,10,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
150,10,10,0.889,0.8038194,0.78,0.7756018,1370.6456,400.0,7.8150864,10,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
151,11,11,0.8769,0.8050305,0.805,0.8049951,2090.8665,400.0,12.618746,10,session_C,13,2,001-2015,ACM+TGSP+SVM(Grid)
152,12,12,0.8147,0.7136752,0.57,0.48311096,0.82517266,400.0,0.004859143,10,session_A,13,2,001-2015,FgMDM
153,13,13,0.7728,0.68083185,0.62,0.58510756,1.4803636,400.0,0.008769789,10,session_B,13,2,001-2015,FgMDM
154,14,14,0.7116,0.6461841,0.645,0.64427966,2.069595,400.0,0.012325288,10,session_C,13,2,001-2015,FgMDM
155,15,15,0.7667,0.69459844,0.665,0.6517581,0.6202898,400.0,0.003465782,10,session_A,13,2,001-2015,MDM
156,16,16,0.7588,0.71075875,0.71,0.7097388,1.2026534,400.0,0.0065431814,10,session_B,13,2,001-2015,MDM
157,17,17,0.6616,0.6002477,0.585,0.5685959,1.597147,400.0,0.008668944,10,session_C,13,2,001-2015,MDM
158,18,18,0.8318,0.7377665,0.655,0.62211454,1.1224856,400.0,0.004507504,10,session_A,13,2,001-2015,TANG+SVM
159,19,19,0.8034,0.7295956,0.655,0.62450004,2.1016102,400.0,0.008452123,10,session_B,13,2,001-2015,TANG+SVM
160,20,20,0.7465,0.6529988,0.65,0.64827657,3.178302,400.0,0.012692486,10,session_C,13,2,001-2015,TANG+SVM
161,0,0,0.9604,0.8251135,0.765,0.7536107,232.26527,400.0,0.58930176,11,session_A,13,2,001-2015,ACM+MDM(Grid)
162,1,1,0.8721,0.7762431,0.595,0.5155358,462.31586,400.0,1.1722531,11,session_B,13,2,001-2015,ACM+MDM(Grid)
163,2,2,0.9448,0.8753754,0.85,0.8474214,697.3035,400.0,1.7668394,11,session_C,13,2,001-2015,ACM+MDM(Grid)
164,3,3,0.9654,0.9,0.9,0.9,1.3961754,400.0,0.0030884813,11,session_A,13,2,001-2015,Cov+EN
165,4,4,0.891,0.7917301,0.73,0.7149192,2.83055,400.0,0.006246473,11,session_B,13,2,001-2015,Cov+EN
166,5,5,0.9353,0.8682955,0.855,0.8536795,4.2301025,400.0,0.009371887,11,session_C,13,2,001-2015,Cov+EN
167,6,6,0.9534,0.8484899,0.815,0.81044596,4.1523333,400.0,0.010222006,11,session_A,13,2,001-2015,CSP+LDA
168,7,7,0.6976,0.75252527,0.51,0.35517833,5.715036,400.0,0.013700152,11,session_B,13,2,001-2015,CSP+LDA
169,8,8,0.8168,0.6978022,0.68,0.67263424,6.8543577,400.0,0.016177423,11,session_C,13,2,001-2015,CSP+LDA
170,9,9,0.9635,0.8758624,0.865,0.86401755,1202.004,400.0,3.1276288,11,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
171,10,10,0.8683,0.75906736,0.535,0.40671748,2353.2903,400.0,6.1314487,11,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
172,11,11,0.9544,0.90179026,0.895,0.8945545,3587.9194,400.0,9.349999,11,session_C,13,2,001-2015,ACM+TGSP+SVM(Grid)
173,12,12,0.9395,0.8750375,0.875,0.8749969,1.0237565,400.0,0.0023540712,11,session_A,13,2,001-2015,FgMDM
174,13,13,0.8744,0.8038194,0.78,0.7756018,1.9116817,400.0,0.004371562,11,session_B,13,2,001-2015,FgMDM
175,14,14,0.9203,0.85484225,0.825,0.8212416,2.8206477,400.0,0.0064334716,11,session_C,13,2,001-2015,FgMDM
176,15,15,0.9442,0.8092512,0.735,0.7180776,0.6377132,400.0,0.0014033819,11,session_A,13,2,001-2015,MDM
177,16,16,0.7743,0.7631579,0.55,0.4357367,1.2070625,400.0,0.0025251934,11,session_B,13,2,001-2015,MDM
178,17,17,0.8675,0.8255208,0.8,0.7960016,1.7630668,400.0,0.003611983,11,session_C,13,2,001-2015,MDM
179,18,18,0.9606,0.8795931,0.875,0.87462074,1.4558699,400.0,0.003155032,11,session_A,13,2,001-2015,TANG+SVM
180,19,19,0.7579,0.7631579,0.55,0.4357367,2.8109941,400.0,0.006054894,11,session_B,13,2,001-2015,TANG+SVM
181,20,20,0.947,0.8505555,0.825,0.8217514,4.334996,400.0,0.009282425,11,session_C,13,2,001-2015,TANG+SVM
182,0,0,0.7198,0.6516895,0.645,0.6410425,112.160706,200.0,0.2818786,12,session_A,13,2,001-2015,ACM+MDM(Grid)
183,1,1,0.723,0.6052632,0.52,0.39811912,222.05261,200.0,0.5583764,12,session_B,13,2,001-2015,ACM+MDM(Grid)
184,2,2,0.7146,0.5965251,0.59,0.5829519,0.9307544,200.0,0.002069041,12,session_A,13,2,001-2015,Cov+EN
185,3,3,0.7421,0.66894174,0.625,0.59891975,1.9139843,200.0,0.004235993,12,session_B,13,2,001-2015,Cov+EN
186,4,4,0.6639,0.6460159,0.605,0.57516605,3.5448387,200.0,0.008824617,12,session_A,13,2,001-2015,CSP+LDA
